BERDO ID,Tax Parcel ID,Property Owner Name,Building Address ,Building Address City,Building Address Zip Code,Parcel Address ,Parcel Address City,Parcel Address Zip Code,Reported Gross Floor Area (Sq Ft),Reported Enclosed Parking Area (Sq Ft),Largest Property Type,All Property Types,Site EUI (Energy Use Intensity kBtu/ft2),Energy Star Score,Total Site Energy Usage (kBtu),Natural Gas Usage (kBtu),Electricity Usage (kBtu),"Renewable System Electricity Usage Onsite (kBtu)
",District Hot Water Usage (kBtu),District Chilled Water Usage (kBtu),District Steam Usage (kBtu),Fuel Oil 1 Usage (kBtu),Fuel Oil 2 Usage (kBtu),Fuel Oil 4 Usage (kBtu),Fuel Oil 5 and 6 Usage (kBtu),Propane Usage (kBtu),Diesel Usage (kBtu),Kerosene Usage (kBtu),Water Usage Intensity (Gallons/ft²),Compliance Status,BERDO Reporting Status,Community Choice Electricity Participation,Renewable Energy Purchased through a Power Purchase Agreement (PPA) ,Renewable Energy Certificate (REC) Purchase,Backup Generator,Battery Storage,Electric Vehicle (EV) Charging,Cooresponding Campus ID,Notes,
100613,0304245000,bedford ave. boston real estate holding llc,89-103 bedford st,boston,02111,89  105 bedford st,boston,02111,88631,,Office,Office,44.9,,3981609.4,2164612.8,1816996.5,,,,,,,,,,,,6.03,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
104376,0302855000,mdr boston court llc,40 court street,boston,02108,40 court st,boston,02108,110005,,Office,"Office, Restaurant",75.4,55,8290544.8,1633200,3545245.4,,,,3112099.1,,,,,,,,7.71,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
105267,0302621000,reep-ofc one bowdoin,one bowdoin square,boston,02114,15 new chardon st,boston,02114,161112,5226,Office,"Office, Parking",51.3,81,8262810.3,3678556.2,4584254,,,,,,,,,,,,5.14,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
102356,0401013010,columbia reit-116 huntington llc,116 huntington ave,boston,02116,116 huntington av,boston,02116,278320,20332,Office,"Office, Parking, Restaurant",49.7,73,13839754.6,,13839754.4,,,,,,,,,,,,6.01,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
104416,0203504000,mgh institute of health,36 first avenue,boston,02129,100 first av,boston,02129,70077,,College/University,,65.8,,4611351.9,367134.2,4244217.5,,,,,,,,,,,,3.23,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,
103526,2200480000,harvard college,111 western avenue,boston,02134,610  640 soldiers field rd,boston,02135,453389,0,Multifamily Housing,Parking,51.1,93,23160198.3,,6926578.4,,,,16233619.9,,,,,,,,18.84,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
101716,0300660002,charles river plaza co,5 blossom street,boston,02114,5 blossom st,boston,02114,224602,,Hotel,"Hotel, Swimming Pool",66.7,91,14970718.2,7541602.3,7429114.8,,,,,,,,,,,,31.93,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
105819,0304300010,sixty south street limited,60 south st,boston,02111,60 south st,boston,02111,252392,60431,Office,"Office, Parking",59.1,56,14918878,,14918877.9,,,,,,,,,,,,8.56,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,No,,,
105309,0302995000,rhdc 70 east inida llc,70 east india row,boston,02110,70 e india ro,boston,02110,29804,354500,Parking,"Office,Parking,Retail Store",38.6,,1150082.9,,1150082.8,,,,,,,,,,,,211.57,in compliance,7 - berdo accepted,I'm not sure,No,No,No,No,Yes,,,
106826,0401896000,brigham& womens hosp inc,5 75 francis st,boston,02115,5 75 francis st,boston,02115,1629256,,Hospital (General Medical & Surgical),,351,6,571856204.5,,287485737,,,,284370480.4,,,,,,,,25.8,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
104055,2100077000,landmark center development limited partnership,401 park drive,boston,02215,401 park dr,boston,02215,1003987,,Office,"Data Center,Office,Other - Mall,Restaurant,Retail Store",78.8,74,79131234.8,36627318,42503932.3,,,,,,,,,,,,9.89,in compliance,7 - berdo accepted,No,No,No,Yes,No,Yes,,,
103876,0303680000,india building llc,84 state street,boston,02109,10 merchants ro,boston,02109,133208,,Office,"Office, Other, Restaurant",41.9,82,5575668.1,1301448.5,4274219.2,,,,,,,,,,,,4.1,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
100370,0303988000,aman inc del corp,21 custom house st,boston,02110,19  21 custom house st,boston,02110,105197,30549,Office,"Office, Parking",74.4,39,7831707.3,,7831706.9,,,,,,,,,,,,9.07,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,No,,,
101753,0401913000,children cancer research,44 binney st,boston,02215,440 brookline av,boston,02215,406179,,Medical Office,"Food Service, Laboratory, Medical Office, Urgent Care/Clinic/Other Outpatient",378.2,,153604104.2,1302.7,38227502.1,,,50577202.3,64798082,,,,,,,,12.11,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,20970942,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
102612,0401914002,dana farber cancer institute,50 binney street,boston,02115,50 binney st,boston,02115,46778,,Medical Office,"Food Service, Laboratory, Medical Office, Urgent Care/Clinic/Other Outpatient",160.1,14,7488046,,2700516.1,,,4043273.8,744256,,,,,,,,3.29,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,20970942,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
102616,0401919000,dana-farber cancer,1 jimmy fund way,boston,02115,65 jimmy fund wy,boston,02115,327824,128317,Laboratory,"Food Service, Laboratory, Medical Office, Parking, Urgent Care/Clinic/Other Outpatient",613.8,,201224208.9,2778.6,32131107.7,,,45329164.5,123761158.5,,,,,,,,60.91,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,20970942,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
101754,0401913000,children cancer research,440 brookline ave,boston,02215,440 brookline av,boston,02215,120905,,Laboratory,"Laboratory, Medical Office",384.8,,46523034.9,1602.7,13185274.8,,,13870506,19465650.8,,,,,,,,19.68,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,20970942,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
102617,0401898000,dana-farber cancer institute,35 binney street,boston,02115,43 binney st,boston,02115,101432,,Laboratory,"Food Service, Laboratory, Medical Office, Urgent Care/Clinic/Other Outpatient",397.5,,40314206.9,716.9,10512692.7,,,11340005,18460792.4,,,,,,,,13.83,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,20970942,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
101346,0302952018,bp russia wharf llc,280 congress st.,boston,02210,280  294 congress st,boston,02210,824958,220152,Office,"Data Center, Office, Parking, Restaurant",64.6,83,53314309.2,13269048.2,40045245.1,,,,,,,,,,,,8.75,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103204,1812326000,georgetowne homes one llc mass llc,400a georgetowne drive,boston,02136,10  638 georgetowne dr,boston,02136,961075,,Multifamily Housing,,60.8,84,58454517.4,44112400.6,14342116.8,,,,,,,,,,,,49.73,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
100562,0305550000,bc quincy tower llc,5 oak st w,boston,02116,5 oak street west,boston,02116,123197,,Multifamily Housing,Multifamily Housing,75.1,58,9251861.9,6455826.8,2796035.1,,,,,,,,,,,,57.79,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
100683,1809255000,blake estates associates  lp,1344 hyde park avenue,boston,02136,1344 hyde park av,boston,02136,193000,,Multifamily Housing,Multifamily Housing,55,88,10623831.4,7832525.4,2791306,,,,,,,,,,,,32.75,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
101353,0305332000,bpp lincoln owner llc,179 lincoln street,boston,02111,179 lincoln st,boston,02111,236461,16607,Office,"Office, Parking",49.9,86,11802369.4,5341199.7,6461171.3,,,,,,,,,,,,2.5,in compliance,7 - berdo accepted,No,No,No,Yes,No,Yes,,,
104942,0305355000,opg 745 atlantic owner,745 atlantic ave,boston,02111,745 atlantic av,boston,02111,194417,49384,Office,"Office, Parking",53.8,86,10452614.1,,10452614.2,,,,,,,,,,,,1,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
100771,0401845000,boston hospital for women,221 longwood avenue,boston,02215,221 longwood av,boston,02115,251981,,Laboratory,,332.6,,83806858.7,,34663326.9,,,,49143539,,,,,,,,16.69,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
106096,1000240000,the brigham and womens,"500 brookline avenue, or",boston,02115,80 francis st,boston,02120,95545,0,Parking,"Medical Office,Parking",113.7,,10864041.5,,4757662.1,,,,6106379.9,,,,,,,,4.69,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,
100065,0304176000,185 franklin street,185 franklin street,boston,02110,185 franklin st,boston,02110,813721,35945,Office,"Office, Parking",43.7,86,35593000.4,,20853263.7,,,,14739737.3,,,,,,,,343.4,in compliance,7 - berdo accepted,No,No,No,No,No,Yes,,,
101208,0203510050,boston redevelopment auth,114 16th street,boston,02129,fifth av,boston,02129,111166,,Medical Office,,,,,30636849.7,17594650.2,,,,,,,,,,,,78.73,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,
102496,0203510451,constitution office park le,149 13th street,boston,02129,149 thirteenth st,boston,02129,704270,,Laboratory,Laboratory,252.8,1,178034897.6,87338249.1,90696658,,,,,,,,,,,,48.89,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,
101425,2003599000,brigham and womens faulkner,1245 centre street,boston,02132,1245 centre st,boston,02132,52155,,Medical Office,Medical Office,60.8,95,3169989.6,1794516.2,1375473.4,,,,,,,,,,,,6.6,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,
102615,0401916000,dana-farber cancer,450-458 brookline ave,boston,02115,454  458 brookline av,boston,02115,344074,165571,Urgent Care/Clinic/Other Outpatient,"Food Service, Laboratory, Medical Office, Parking, Retail Store, Urgent Care/Clinic/Other Outpatient",391,,134520196.5,819437.9,28400931.8,,,41042187.4,64257638.4,,,,,,,,9.88,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,20970942,This building has been reported as part of a campus within Energy Star Portfolio Manager. This reported row of data may not encompass the energy and water usage of the entire buidling. See this building's cooresponding Campus ID at the bottom of this data disclosure spreadsheet to view the reported energy usage for the entire campus of buildings. ,
104613,0302628000,new england tel & tel co,6 bowdoin sq,boston,02114,65 cambridge st,boston,02114,223538,,Other - Technology/Science,Other - Technology/Science,145,,32407833.6,5757499.9,26650333.6,,,,,,,,,,,,13.24,in compliance,7 - berdo accepted,I'm not sure,No,No,Yes,No,No,,,
106673,0304486000,washington st boston lp,588-622 washington st,boston,02111,622  588 washington st,boston,02111,251464,,Office,"Office,Other",83,82,20873918.4,250262.5,8090882.4,,,,,,12532773.5,,,,,,3.94,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
100770,1704417000,boston home for incurable,2049-2061 dorchester ave,boston,02124,2061 dorchester av,boston,02124,83900,,Senior Living Community,Senior Living Community,135.7,100,11385845.1,8885470.9,2500374,,,,,,,,,,,,33.12,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
103536,2200500000,harvard college,125 western avenue,boston,02134,125 western av,boston,02135,77029,,College/University,College/University,47.6,,3663481.7,2302285.8,1361195.9,0,,,,,,,,,,,6.45,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
102900,1902598000,faulkner hospital inc,1153 centre street,boston,02130,30 whitcomb av,boston,02130,429851,0,Hospital (General Medical & Surgical),"Hospital (General Medical & Surgical),Parking,Urgent Care/Clinic/Other Outpatient",471.4,2,202624022.4,165562631.8,37061382.8,,,,,,,,,,0,,64.29,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,No,,,
101708,0102829000,chapman house associates lps mass lps,61 eutaw street,boston,02128,61 eutaw st,boston,02128,33551,,Multifamily Housing,Multifamily Housing,75,53,2516314.1,1938010.8,578303.3,,,,,,,,,,,,38.11,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
105190,2200268000,president and fellows of,112 western ave,boston,02134,112 western av,boston,02134,63795,,Office,Office,64.3,56,4099782.7,392430,3707353,,,,,,,,,,,,2.48,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
101411,0501230000,bre boylston owner llc,399 boylston st,boston,02116,399 boylston st,boston,02116,290892,,Office,"Data Center, Office, Other, Restaurant, Retail Store",42.4,72,12330002.3,893200,11436802.2,,,,,,,,,,,,10.05,in compliance,7 - berdo accepted,Yes,No,No,Yes,No,No,,,
104102,0304246010,lincoln street property,1 lincoln st,boston,02111,1 lincoln st,boston,02111,1043218,345838,Financial Office,"Data Center, Financial Office, Parking, Restaurant",101.9,50,106352933.3,1971272.9,104381644.1,,,,,,,,,,0,,21.22,in compliance,7 - berdo accepted,No,No,No,Yes,No,Yes,,,
106101,0304406000,the landmark condo assn,160 federal street,boston,02110,160 federal st,boston,02110,366650,32000,Office,"Office, Parking",48.7,76,17856382.6,2740531.8,15115849.2,,,,,,,,,,,,6.49,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
101334,0304410000,bp federal street llc,100 federal st.,boston,02110,100 federal st,boston,02110,1573493.4,122615,Office,"Data Center, Office, Other - Restaurant/Bar, Parking",61.2,81,96227808.7,,49747778.9,,,,46480031,,,,,,,,6.43,in compliance,7 - berdo accepted,No,No,Yes,Yes,No,Yes,,,
104596,0302990000,new england aquarium,250 atlantic ave,boston,02110,248 atlantic av,boston,02114,146384,,Other - Entertainment/Public Assembly,Other - Entertainment/Public Assembly,219.2,,32084262.2,202790.3,21868630.5,,,,10012843,,,,,,,,62.03,in compliance,7 - berdo accepted,No,No,No,Yes,Yes,No,,,
103517,0401882000,harvard college,260 longwood ave,boston,02115,689  695 huntington av,boston,02115,180027,,College/University,College/University,204.1,,36742424.9,600,7579113.1,,,11885712.1,17277000.1,,,,,,,,17.24,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103516,0401882000,harvard college,200 longwood ave,boston,02115,689  695 huntington av,boston,02115,199440,86754,Laboratory,"Laboratory,Parking",499.9,,99705441.9,640400,26700670.8,,,29992367.9,42372003.6,,,,,,,,35.22,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
106819,0401849012,president & fellows of harvard college,77 avenue louis pasteur,boston,02115,77 avenue louis pasteur,boston,02115,562781,199014,Laboratory,"Laboratory,Parking",326.6,,183808626.7,544200,80442676.8,,,,102821753.6,,,,,,,,49.64,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103513,0401850000,harvard college,107 avenue louis pasteur,boston,02115,107 avenue louis pasteur,boston,02115,165820,,College/University,College/University,85.2,,14134207.9,,3491165.2,,,1996043.9,8646999.5,,,,,,,,14.98,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103523,0401882000,harvard college,210 longwood ave,boston,02115,689  695 huntington av,boston,02115,133645,,Laboratory,Laboratory,203.7,,27229976.8,34100,9072781,,,7929096.1,10194000.2,,,,,,,,17.46,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103524,0401882000,harvard college,220 longwood,boston,02115,689  695 huntington av,boston,02115,133455,,Laboratory,Laboratory,237.5,,31701548.2,,11231416.9,,,9393132.1,11076999.8,,,,,,,,17.33,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
106820,0401895001,harvard college,10 shattuck st,boston,02115,10 shattuck st,boston,02215,162771,,College/University,College/University,203.9,,33191106.5,,7871555.7,,,11772552,13546999.7,,,,,,,,2.41,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103518,0401882000,harvard college,250 longwood,boston,02115,689  695 huntington av,boston,02115,91622,,Laboratory,Laboratory,401,,36744022,16500,12819515.2,,,10321008.4,13586999.9,,,,,,,,14.74,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103520,0401882000,harvard college,45 shattuck st,boston,02115,689  695 huntington av,boston,02115,66053,,Laboratory,Laboratory,225.6,,14902402.1,,7838681,,,3150719.9,3912999.9,,,,,,,,18.75,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103580,0401872000,harvard college pres,180 longwood,boston,02115,184  180 longwood av,boston,02115,61540,,College/University,College/University,115.2,,7086332.5,,2452955,,,1090377.9,3542999.6,,,,,,,,1.38,in compliance,7 - berdo accepted,Yes,No,No,No,No,No,,,
103519,0401882000,harvard college,25 shattuck st,boston,02115,689  695 huntington av,boston,02115,72877,,College/University,College/University,92.9,,6767372,,3831652.1,,,1293720,1642000,,,,,,,,8.5,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103525,0401882000,harvard college,240 longwood,boston,02115,689  695 huntington av,boston,02115,136368,,Laboratory,Laboratory,179.1,,24425984.1,0,10388922.4,,,5019059.8,9018000.4,,,,,,,,17.34,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
102671,0602674016,div black falcon llc,88 black falcon av,boston,02127,88 black falcon av,boston,02127,376675,,Non-Refrigerated Warehouse,"Non-Refrigerated Warehouse,Office",78.3,42,29495015.6,12042767.9,17452246.9,,,,,,,,,,,,19.24,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
106315,0402011000,trustees of boston university,180 riverway,boston,02215,pilgrim rd,boston,02215,96303,10879,College/University,"College/University,Parking,Performing Arts",55.5,,5342098.7,1989529.8,3352568.8,,,,,,,,,,,,0.18,in compliance,7 - berdo accepted,No,Yes,No,No,No,No,,,
100149,0303830000,4 liberty ma llc,99-107 water st,boston,02109,4 liberty sq,boston,02109,26250,,Office,"Office, Other - Restaurant/Bar",44.1,90,1158617.9,599200,559417.9,,,,,,,,,,,,5.57,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103770,0304574000,hive property owner llc,87 summer street,boston,02110,83  87 summer st,boston,02110,29094,,Office,Office,106.7,72,3104546,1989941.1,1114604.9,,,,,,,,,,,,19.85,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
105068,0401327000,pim boston back bay llc,40 dalton street,boston,02115,40 dalton st,boston,02115,286039,0,Hotel,"Hotel, Parking",79.4,71,22708324.7,1946800,13310976.3,,,,7450548.5,,,,,,,,50.35,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
104783,0304800000,ns 141 tremont llc,141 tremont street,boston,02111,141 tremont st,boston,02111,64884,,Office,Office,67.3,32,4369536.3,10593.3,4358942.6,,,,,,,,,,,,6.37,in compliance,7 - berdo accepted,No,No,No,No,No,No,,,
103767,0304562000,hive property owner llc,71-77 summer st.,boston,02110,75  79 summer st,boston,02110,62246,,Office,Office,61.3,53,3817603.2,817800,2999803.1,,,,,,,,,,,,8.5,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
105169,0602701001,ppf/si 250 summer street,250 254 summer street,boston,02210,256  260 summer st,boston,02210,112608,,Office,Office,36.6,83,4122973.9,490872.6,3632101.3,,,,,,,,,,,,4.52,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
105992,0401088000,stuart street holdings llc mass llc,441 stuart street,boston,02116,441 stuart st,boston,02116,172346,16716,Office,"Convenience Store without Gas Station, Fitness Center/Health Club/Gym, Office, Parking, Pre-school/Daycare",50,77,8612896.3,1305600,7307296.2,,,,,,,,,,,,5.38,in compliance,7 - berdo accepted,No,No,No,Yes,No,No,,,
